% Column 0: Length, cm
% Column 1: H.n, Amp/m
0.00000000e+000	-8.78506177e+005	
2.09262205e-002	-8.86896639e+005	
4.18524410e-002	-8.95287168e+005	
6.27786614e-002	-8.96301797e+005	
8.37048819e-002	-8.96657578e+005	
1.04631102e-001	-8.96469273e+005	
1.25557323e-001	-8.96174397e+005	
1.46483543e-001	-8.96071760e+005	
1.67409764e-001	-8.96031767e+005	
1.88335984e-001	-8.96176978e+005	
2.09262205e-001	-8.95924835e+005	
2.30188425e-001	-8.95648781e+005	
2.51114646e-001	-8.95356143e+005	
2.72040866e-001	-8.95042443e+005	
2.92967087e-001	-8.94788989e+005	
3.13893307e-001	-8.94592575e+005	
3.34819528e-001	-8.94337546e+005	
3.55745748e-001	-8.94144777e+005	
3.76671969e-001	-8.93975829e+005	
3.97598189e-001	-8.93841039e+005	
4.18524410e-001	-8.93677074e+005	
4.39450630e-001	-8.93574652e+005	
4.60376851e-001	-8.93419279e+005	
4.81303071e-001	-8.93284771e+005	
5.02229292e-001	-8.93157516e+005	
5.23155512e-001	-8.92889032e+005	
5.44081733e-001	-8.92843549e+005	
5.65007953e-001	-8.92747217e+005	
5.85934173e-001	-8.92730552e+005	
6.06860394e-001	-8.92719538e+005	
6.27786614e-001	-8.92665539e+005	
6.48712835e-001	-8.92654049e+005	
6.69639055e-001	-8.94133834e+005	
6.90565276e-001	-8.96053589e+005	
7.11491496e-001	-8.93544214e+005	
7.32417717e-001	-8.89816494e+005	
7.53343937e-001	-7.91416597e+005	
7.74270158e-001	-5.54628198e+005	
7.95196378e-001	-3.78855161e+005	
8.16122599e-001	-3.11807688e+005	
8.37048819e-001	-2.44760216e+005	
8.57975040e-001	-1.77712743e+005	
8.78901260e-001	-1.63137204e+005	
8.99827481e-001	-2.43008933e+005	
9.20753701e-001	-3.22880662e+005	
9.41679922e-001	-4.02752392e+005	
9.62606142e-001	-5.10434679e+005	
9.83532363e-001	-7.17361644e+005	
1.00445858e+000	-8.34323073e+005	
1.02538480e+000	-8.36852087e+005	
1.04631102e+000	-8.39743003e+005	
1.06723724e+000	-8.39778910e+005	
1.08816347e+000	-8.39814817e+005	
1.10908969e+000	-8.39439186e+005	
1.13001591e+000	-8.38972848e+005	
1.15094213e+000	-8.38647419e+005	
1.17186835e+000	-8.38344177e+005	
1.19279457e+000	-8.37927027e+005	
1.21372079e+000	-8.37555050e+005	
1.23464701e+000	-8.37418640e+005	
1.25557323e+000	-8.37080157e+005	
1.27649945e+000	-8.36725083e+005	
1.29742567e+000	-8.36380430e+005	
1.31835189e+000	-8.36007721e+005	
1.33927811e+000	-8.35665926e+005	
1.36020433e+000	-8.35361783e+005	
1.38113055e+000	-8.35031212e+005	
1.40205677e+000	-8.34662406e+005	
1.42298299e+000	-8.34313524e+005	
1.44390921e+000	-8.33945087e+005	
1.46483543e+000	-8.33655139e+005	
1.48576165e+000	-8.33384123e+005	
1.50668787e+000	-8.33239727e+005	
1.52761410e+000	-8.33125638e+005	
1.54854032e+000	-8.33210895e+005	
1.56946654e+000	-8.32992988e+005	
1.59039276e+000	-8.32888914e+005	
1.61131898e+000	-8.32784841e+005	
1.63224520e+000	-8.33250756e+005	
1.65317142e+000	-8.33735502e+005	
1.67409764e+000	-8.33357343e+005	
1.69502386e+000	-8.32868197e+005	
1.71595008e+000	-8.29770925e+005	
1.73687630e+000	-8.26039299e+005	
1.75780252e+000	-8.30924355e+005	
1.77872874e+000	-8.39159075e+005	
1.79965496e+000	-8.43014403e+005	
1.82058118e+000	-8.44408203e+005	
1.84150740e+000	-8.44501077e+005	
1.86243362e+000	-8.43565103e+005	
1.88335984e+000	-8.42780815e+005	
1.90428606e+000	-8.42163232e+005	
1.92521228e+000	-8.41996367e+005	
1.94613850e+000	-8.41722097e+005	
1.96706473e+000	-8.41442268e+005	
1.98799095e+000	-8.41150186e+005	
2.00891717e+000	-8.40673570e+005	
2.02984339e+000	-8.39617959e+005	
2.05076961e+000	-8.38782035e+005	
2.07169583e+000	-8.38279120e+005	
2.09262205e+000	-8.37633523e+005	
2.11354827e+000	-8.37091962e+005	
2.13447449e+000	-8.36688824e+005	
2.15540071e+000	-8.36072784e+005	
2.17632693e+000	-8.35596491e+005	
2.19725315e+000	-8.35126794e+005	
2.21817937e+000	-8.34541535e+005	
2.23910559e+000	-8.34079344e+005	
2.26003181e+000	-8.33632724e+005	
2.28095803e+000	-8.32885251e+005	
2.30188425e+000	-8.32327675e+005	
2.32281047e+000	-8.31892213e+005	
2.34373669e+000	-8.31513933e+005	
2.36466291e+000	-8.31086041e+005	
2.38558913e+000	-8.30555940e+005	
2.40651536e+000	-8.30192168e+005	
2.42744158e+000	-8.30058198e+005	
2.44836780e+000	-8.30093237e+005	
2.46929402e+000	-8.31485131e+005	
2.49022024e+000	-8.12260045e+005	
2.51114646e+000	-6.87564964e+005	
2.53207268e+000	-4.54993757e+005	
