% Column 0: Length, cm
% Column 1: B.n, Tesla
0.00000000e+000	-1.28862057e+000	
2.09262205e-002	-1.30202044e+000	
4.18524410e-002	-1.31542032e+000	
6.27786614e-002	-1.31708953e+000	
8.37048819e-002	-1.31771106e+000	
1.04631102e-001	-1.31756993e+000	
1.25557323e-001	-1.31727946e+000	
1.46483543e-001	-1.31714531e+000	
1.67409764e-001	-1.31706204e+000	
1.88335984e-001	-1.31623667e+000	
2.09262205e-001	-1.31436427e+000	
2.30188425e-001	-1.31255858e+000	
2.51114646e-001	-1.31079928e+000	
2.72040866e-001	-1.30906657e+000	
2.92967087e-001	-1.30781063e+000	
3.13893307e-001	-1.30665560e+000	
3.34819528e-001	-1.30509260e+000	
3.55745748e-001	-1.30390604e+000	
3.76671969e-001	-1.30294455e+000	
3.97598189e-001	-1.30217038e+000	
4.18524410e-001	-1.30143207e+000	
4.39450630e-001	-1.30102170e+000	
4.60376851e-001	-1.30028861e+000	
4.81303071e-001	-1.29975964e+000	
5.02229292e-001	-1.29914439e+000	
5.23155512e-001	-1.29907541e+000	
5.44081733e-001	-1.29926789e+000	
5.65007953e-001	-1.29902994e+000	
5.85934173e-001	-1.29936709e+000	
6.06860394e-001	-1.29974516e+000	
6.27786614e-001	-1.29988647e+000	
6.48712835e-001	-1.30052876e+000	
6.69639055e-001	-1.30448207e+000	
6.90565276e-001	-1.30938261e+000	
7.11491496e-001	-1.28828104e+000	
7.32417717e-001	-1.25660779e+000	
7.53343937e-001	-1.03698699e+000	
7.74270158e-001	-6.71817017e-001	
7.95196378e-001	-4.51290370e-001	
8.16122599e-001	-3.78209481e-001	
8.37048819e-001	-3.05128593e-001	
8.57975040e-001	-2.32047704e-001	
8.78901260e-001	-2.17724777e-001	
8.99827481e-001	-3.08869690e-001	
9.20753701e-001	-4.00014602e-001	
9.41679922e-001	-4.91159515e-001	
9.62606142e-001	-6.42202237e-001	
9.83532363e-001	-1.01588544e+000	
1.00445858e+000	-1.24636757e+000	
1.02538480e+000	-1.25189893e+000	
1.04631102e+000	-1.25790793e+000	
1.06723724e+000	-1.25466945e+000	
1.08816347e+000	-1.25143097e+000	
1.10908969e+000	-1.25124091e+000	
1.13001591e+000	-1.25141002e+000	
1.15094213e+000	-1.25153196e+000	
1.17186835e+000	-1.25164380e+000	
1.19279457e+000	-1.25148075e+000	
1.21372079e+000	-1.25158749e+000	
1.23464701e+000	-1.25222564e+000	
1.25557323e+000	-1.25252448e+000	
1.27649945e+000	-1.25282913e+000	
1.29742567e+000	-1.25316111e+000	
1.31835189e+000	-1.25319695e+000	
1.33927811e+000	-1.25344652e+000	
1.36020433e+000	-1.25416686e+000	
1.38113055e+000	-1.25469679e+000	
1.40205677e+000	-1.25524045e+000	
1.42298299e+000	-1.25614103e+000	
1.44390921e+000	-1.25669391e+000	
1.46483543e+000	-1.25804508e+000	
1.48576165e+000	-1.25991804e+000	
1.50668787e+000	-1.26139605e+000	
1.52761410e+000	-1.26317409e+000	
1.54854032e+000	-1.26692595e+000	
1.56946654e+000	-1.27010750e+000	
1.59039276e+000	-1.27091086e+000	
1.61131898e+000	-1.27171422e+000	
1.63224520e+000	-1.27229416e+000	
1.65317142e+000	-1.27286681e+000	
1.67409764e+000	-1.27254408e+000	
1.69502386e+000	-1.27210618e+000	
1.71595008e+000	-1.26573149e+000	
1.73687630e+000	-1.25791216e+000	
1.75780252e+000	-1.26118226e+000	
1.77872874e+000	-1.26871478e+000	
1.79965496e+000	-1.27155343e+000	
1.82058118e+000	-1.27175366e+000	
1.84150740e+000	-1.27146524e+000	
1.86243362e+000	-1.27079038e+000	
1.88335984e+000	-1.27024147e+000	
1.90428606e+000	-1.26983099e+000	
1.92521228e+000	-1.26939843e+000	
1.94613850e+000	-1.26779606e+000	
1.96706473e+000	-1.26621886e+000	
1.98799095e+000	-1.26469709e+000	
2.00891717e+000	-1.26304023e+000	
2.02984339e+000	-1.26112267e+000	
2.05076961e+000	-1.26004680e+000	
2.07169583e+000	-1.25907839e+000	
2.09262205e+000	-1.25768456e+000	
2.11354827e+000	-1.25664629e+000	
2.13447449e+000	-1.25637721e+000	
2.15540071e+000	-1.25559251e+000	
2.17632693e+000	-1.25537181e+000	
2.19725315e+000	-1.25490508e+000	
2.21817937e+000	-1.25447674e+000	
2.23910559e+000	-1.25402975e+000	
2.26003181e+000	-1.25377470e+000	
2.28095803e+000	-1.25329128e+000	
2.30188425e+000	-1.25300886e+000	
2.32281047e+000	-1.25300533e+000	
2.34373669e+000	-1.25317218e+000	
2.36466291e+000	-1.25321273e+000	
2.38558913e+000	-1.25326544e+000	
2.40651536e+000	-1.25467604e+000	
2.42744158e+000	-1.25738823e+000	
2.44836780e+000	-1.25611358e+000	
2.46929402e+000	-1.25096752e+000	
2.49022024e+000	-1.17459287e+000	
2.51114646e+000	-8.98690143e-001	
2.53207268e+000	-5.65458548e-001	
2.55299890e+000	-4.66581993e-001	
2.57392512e+000	-3.67705439e-001	
2.59485134e+000	-2.68828884e-001	
2.61577756e+000	-1.82545797e-001	
2.63670378e+000	-2.33349053e-001	
2.65763000e+000	-2.84152310e-001	
2.67855622e+000	-3.34955566e-001	
2.69948244e+000	-3.85758822e-001	
2.72040866e+000	-6.51164830e-001	
2.74133488e+000	-8.56307559e-001	
2.76226110e+000	-8.95871888e-001	
2.78318732e+000	-9.05434870e-001	
2.80411354e+000	-9.06130331e-001	
2.82503977e+000	-9.03211701e-001	
2.84596599e+000	-9.02095186e-001	
